mutation,min
0.0,78.38999339899883
0.1,4.350329511315858
0.2,3.6573912559355057
0.3,3.7848502869937914
0.4,4.445947961393902
0.5,6.661535743001826
0.6,9.441026750754526
0.7,15.466282881597483
0.8,24.8221486217142
0.9,41.488951058837074
1.0,71.31948779461425
